Number,Data Element,Variable Code,Variable
E07_36,ICD-9 Code for the Condition Code Number,10001,Relevant Value for Data Element & Patient Care
E07_37,Condition Code Modifier,-25,Not Applicable
E07_37,Condition Code Modifier,-10,Not Known
E07_37,Condition Code Modifier,-5,Not Available
E07_37,Condition Code Modifier,1035,A-Interfacility Transport (requires higher level of care)
E07_37,Condition Code Modifier,1036,B-Interfacility Transport (service not available)
E07_37,Condition Code Modifier,1037,C-ALS Response to BLS Patient
E07_37,Condition Code Modifier,1038,D-Medically Necessary Transport (Not Nearest Facility)
E07_37,Condition Code Modifier,1039,E-BLS Transport of ALS Patient
E07_37,Condition Code Modifier,1040,F-Emergency Trauma Dispatch Condition Code (patient is BLS)
E07_37,Condition Code Modifier,1041,Air-A-Long Distance
E07_37,Condition Code Modifier,1042,Air-B-Traffic Precludes Ground Transport
E07_37,Condition Code Modifier,1043,Air-C-Time Precludes Ground Transport
E07_37,Condition Code Modifier,1044,Air-D-Pick up Point not Accessible by Ground Transport
E08_01,Other EMS Agencies at Scene,-25,Not Applicable
E08_01,Other EMS Agencies at Scene,-10,Not Known
E08_01,Other EMS Agencies at Scene,-5,Not Available
E08_01,Other EMS Agencies at Scene,10001,Relevant Value for Data Element & Patient Care
E08_02,Other Services at Scene,-25,Not Applicable
E08_02,Other Services at Scene,-10,Not Known
E08_02,Other Services at Scene,-5,Not Available
E08_02,Other Services at Scene,1060,EMS Mutual Aid
E08_02,Other Services at Scene,1065,Fire
E08_02,Other Services at Scene,1070,Hazmat
E08_02,Other Services at Scene,1075,Law
E08_02,Other Services at Scene,1080,Other Health Care Provider
E08_02,Other Services at Scene,1085,Other
E08_02,Other Services at Scene,1090,Rescue
E08_02,Other Services at Scene,1095,Utilities
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,-25,Not Applicable
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,-10,Not Known
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,-5,Not Available
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,1100,>15 minutes
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,1105,5 - 15 Minutes
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,1110,<5 Minutes
E08_03,Estimated Date/Time  Initial Responder Arrived on Scene,1115,After EMS
E08_04,Date/Time Initial Responder Arrived  on Scene,10001,Relevant Value for Data Element & Patient Care
E08_05,Number of Patients at Scene,-25,Not Applicable
E08_05,Number of Patients at Scene,-15,Not Reporting
E08_05,Number of Patients at Scene,-10,Not Known
E08_05,Number of Patients at Scene,-5,Not Available
E08_05,Number of Patients at Scene,1120,None
E08_05,Number of Patients at Scene,1125,Single
E08_05,Number of Patients at Scene,1130,Multiple
E08_06,Mass Casualty Incident,-25,Not Applicable
E08_06,Mass Casualty Incident,-15,Not Reporting
E08_06,Mass Casualty Incident,-10,Not Known
E08_06,Mass Casualty Incident,-5,Not Available
E08_06,Mass Casualty Incident,0,No
E08_06,Mass Casualty Incident,1,Yes
E08_07,Incident Location Type,-25,Not Applicable
E08_07,Incident Location Type,-15,Not Reporting
E08_07,Incident Location Type,-10,Not Known
E08_07,Incident Location Type,-5,Not Available
E08_07,Incident Location Type,1135,Home/Residence
E08_07,Incident Location Type,1140,Farm
E08_07,Incident Location Type,1145,Mine or Quarry
E08_07,Incident Location Type,1150,Industrial Place and Premises
E08_07,Incident Location Type,1155,Place of Recreation or Sport
E08_07,Incident Location Type,1160,Street or Highway
E08_07,Incident Location Type,1165,"Public Building (schools, gov. offices)"
E08_07,Incident Location Type,1170,"Trade or service (business, bars, restaurants, etc)"
E08_07,Incident Location Type,1175,"Health Care Facility (clinic, hospital, nursing home)"
E08_07,Incident Location Type,1180,"Residential Institution (Nursing Home, jail/prison)"
E08_07,Incident Location Type,1185,"Lake, River, Ocean"
E08_07,Incident Location Type,1190,Other Location
E08_08,Incident Facility Code,-25,Not Applicable
E08_08,Incident Facility Code,-10,Not Known
E08_08,Incident Facility Code,-5,Not Available
E08_08,Incident Facility Code,10001,Relevant Value for Data Element & Patient Care
E08_09,Scene Zone Number,-25,Not Applicable
E08_09,Scene Zone Number,-10,Not Known
E08_09,Scene Zone Number,-5,Not Available
E08_09,Scene Zone Number,10001,Relevant Value for Data Element & Patient Care
E08_10,Scene GPS Location,10001,Relevant Value for Data Element & Patient Care
E08_11,Incident Address,-25,Not Applicable
E08_11,Incident Address,-10,Not Known
E08_11,Incident Address,-5,Not Available
E08_11,Incident Address,10001,Relevant Value for Data Element & Patient Care
E08_12,Incident City,-25,Not Applicable
E08_12,Incident City,-10,Not Known
E08_12,Incident City,-5,Not Available
E08_12,Incident City,10001,Relevant Value for Data Element & Patient Care
E08_13,Incident County,-25,Not Applicable
E08_13,Incident County,-10,Not Known
E08_13,Incident County,-5,Not Available
E08_13,Incident County,10001,Relevant Value for Data Element & Patient Care
E08_14,Incident State,-25,Not Applicable
E08_14,Incident State,-10,Not Known
E08_14,Incident State,-5,Not Available
E08_14,Incident State,10001,Relevant Value for Data Element & Patient Care
E08_15,Incident ZIP Code,-25,Not Applicable
E08_15,Incident ZIP Code,-15,Not Reporting
E08_15,Incident ZIP Code,-10,Not Known
E08_15,Incident ZIP Code,-5,Not Available
E08_15,Incident ZIP Code,10001,Relevant Value for Data Element & Patient Care
E09_01,Prior Aid,-25,Not Applicable
E09_01,Prior Aid,-15,Not Reporting
E09_01,Prior Aid,-10,Not Known
E09_01,Prior Aid,-5,Not Available
E09_01,Prior Aid,10001,Relevant Value for Data Element & Patient Care
E09_02,Prior Aid Performed by,-25,Not Applicable
E09_02,Prior Aid Performed by,-15,Not Reporting
E09_02,Prior Aid Performed by,-10,Not Known
E09_02,Prior Aid Performed by,-5,Not Available
E09_02,Prior Aid Performed by,1195,EMS Provider
E09_02,Prior Aid Performed by,1200,Law Enforcement
E09_02,Prior Aid Performed by,1205,Lay Person
E09_02,Prior Aid Performed by,1210,Other Healthcare Provider
E09_02,Prior Aid Performed by,1215,Patient
E09_03,Outcome of the Prior  Aid,-25,Not Applicable
E09_03,Outcome of the Prior  Aid,-15,Not Reporting
E09_03,Outcome of the Prior  Aid,-10,Not Known
E09_03,Outcome of the Prior  Aid,-5,Not Available
E09_03,Outcome of the Prior  Aid,1220,Improved
E09_03,Outcome of the Prior  Aid,1225,Unchanged
E09_03,Outcome of the Prior  Aid,1230,Worse
E09_04,Possible Injury,-25,Not Applicable
E09_04,Possible Injury,-15,Not Reporting
E09_04,Possible Injury,-10,Not Known
E09_04,Possible Injury,-5,Not Available
E09_04,Possible Injury,0,No
E09_04,Possible Injury,1,Yes
E09_05,Chief Complaint,-25,Not Applicable
E09_05,Chief Complaint,-10,Not Known
E09_05,Chief Complaint,-5,Not Available
E09_05,Chief Complaint,10001,Relevant Value for Data Element & Patient Care
E09_06,Duration of Chief  Complaint,10001,Relevant Value for Data Element & Patient Care
E09_07,Time Units of Duration of Chief Complaint,1235,Seconds
E09_07,Time Units of Duration of Chief Complaint,1240,Minutes
E09_07,Time Units of Duration of Chief Complaint,1245,Hours
E09_07,Time Units of Duration of Chief Complaint,1250,Days
E09_07,Time Units of Duration of Chief Complaint,1255,Weeks
E09_07,Time Units of Duration of Chief Complaint,1260,Months
E09_07,Time Units of Duration of Chief Complaint,1265,Years
E09_07,Time Units of Duration of Chief Complaint,10001,Relevant Value for Data Element & Patient Care
E09_08,Secondary Complaint Narrative,-25,Not Applicable
E09_08,Secondary Complaint Narrative,-10,Not Known
E09_08,Secondary Complaint Narrative,-5,Not Available
E09_08,Secondary Complaint Narrative,10001,Relevant Value for Data Element & Patient Care
E09_09,Duration of  Secondary  Complaint,10001,Relevant Value for Data Element & Patient Care
E09_10,Time Units of Duration of Secondary Complaint,1270,Seconds
E09_10,Time Units of Duration of Secondary Complaint,1275,Minutes
E09_10,Time Units of Duration of Secondary Complaint,1280,Hours
E09_10,Time Units of Duration of Secondary Complaint,1285,Days
E09_10,Time Units of Duration of Secondary Complaint,1290,Weeks
E09_10,Time Units of Duration of Secondary Complaint,1295,Months
E09_10,Time Units of Duration of Secondary Complaint,1300,Years
E09_11,Chief Complaint Anatomic Location,-25,Not Applicable
E09_11,Chief Complaint Anatomic Location,-15,Not Reporting
E09_11,Chief Complaint Anatomic Location,-10,Not Known
E09_11,Chief Complaint Anatomic Location,-5,Not Available
E09_11,Chief Complaint Anatomic Location,1305,Abdomen
E09_11,Chief Complaint Anatomic Location,1310,Back
E09_11,Chief Complaint Anatomic Location,1315,Chest
E09_11,Chief Complaint Anatomic Location,1320,Extremity-Lower
E09_11,Chief Complaint Anatomic Location,1325,Extremity-Upper
E09_11,Chief Complaint Anatomic Location,1330,General/Global
E09_11,Chief Complaint Anatomic Location,1335,Genitalia
E09_11,Chief Complaint Anatomic Location,1340,Head
E09_11,Chief Complaint Anatomic Location,1345,Neck
E09_12,Chief Complaint Organ System,-25,Not Applicable
E09_12,Chief Complaint Organ System,-15,Not Reporting
E09_12,Chief Complaint Organ System,-10,Not Known
E09_12,Chief Complaint Organ System,-5,Not Available
E09_12,Chief Complaint Organ System,1350,Cardiovascular
E09_12,Chief Complaint Organ System,1355,CNS/Neuro
E09_12,Chief Complaint Organ System,1360,Endocrine/Metabolic
E09_12,Chief Complaint Organ System,1365,GI
E09_12,Chief Complaint Organ System,1370,Global
E09_12,Chief Complaint Organ System,1375,Musculoskeletal
E09_12,Chief Complaint Organ System,1380,OB/Gyn
E09_12,Chief Complaint Organ System,1385,Psych
E09_12,Chief Complaint Organ System,1390,Pulmonary
E09_12,Chief Complaint Organ System,1395,Renal
E09_12,Chief Complaint Organ System,1400,Skin
E09_13,Primary Symptom,-25,Not Applicable
E09_13,Primary Symptom,-15,Not Reporting
E09_13,Primary Symptom,-10,Not Known
E09_13,Primary Symptom,-5,Not Available
E09_13,Primary Symptom,1405,Bleeding
E09_13,Primary Symptom,1410,Breathing Problem
E09_13,Primary Symptom,1415,Change in responsiveness
E09_13,Primary Symptom,1420,Choking
E09_13,Primary Symptom,1425,Death
E09_13,Primary Symptom,1430,Device/Equipment Problem
E09_13,Primary Symptom,1435,Diarrhea
E09_13,Primary Symptom,1440,Drainage/Discharge
E09_13,Primary Symptom,1445,Fever
E09_13,Primary Symptom,1450,Malaise
E09_13,Primary Symptom,1455,Mass/Lesion
E09_13,Primary Symptom,1460,Mental/Psych
E09_13,Primary Symptom,1465,Nausea/Vomiting
E09_13,Primary Symptom,1470,None
E09_13,Primary Symptom,1475,Pain
E09_13,Primary Symptom,1480,Palpitations
E09_13,Primary Symptom,1485,Rash/Itching
E09_13,Primary Symptom,1490,Swelling
E09_13,Primary Symptom,1495,Transport Only
E09_13,Primary Symptom,1500,Weakness
E09_13,Primary Symptom,1505,Wound
E09_14,Other Associated Symptoms,-25,Not Applicable
E09_14,Other Associated Symptoms,-15,Not Reporting
E09_14,Other Associated Symptoms,-10,Not Known
E09_14,Other Associated Symptoms,-5,Not Available
E09_14,Other Associated Symptoms,1510,Bleeding
E09_14,Other Associated Symptoms,1515,Breathing Problem
E09_14,Other Associated Symptoms,1520,Change in responsiveness
E09_14,Other Associated Symptoms,1525,Choking
E09_14,Other Associated Symptoms,1530,Death
E09_14,Other Associated Symptoms,1535,Device/Equipment Problem
E09_14,Other Associated Symptoms,1540,Diarrhea
E09_14,Other Associated Symptoms,1545,Drainage/Discharge
E09_14,Other Associated Symptoms,1550,Fever
E09_14,Other Associated Symptoms,1555,Malaise
E09_14,Other Associated Symptoms,1560,Mass/Lesion
E09_14,Other Associated Symptoms,1565,Mental/Psych
E09_14,Other Associated Symptoms,1570,Nausea/Vomiting
E09_14,Other Associated Symptoms,1575,None
E09_14,Other Associated Symptoms,1580,Pain
E09_14,Other Associated Symptoms,1585,Palpitations
E09_14,Other Associated Symptoms,1590,Rash/Itching
E09_14,Other Associated Symptoms,1595,Swelling
E09_14,Other Associated Symptoms,1600,Transport Only
E09_14,Other Associated Symptoms,1605,Weakness
E09_14,Other Associated Symptoms,1610,Wound
E09_15,Providers Primary Impression,-25,Not Applicable
E09_15,Providers Primary Impression,-15,Not Reporting
E09_15,Providers Primary Impression,-10,Not Known
E09_15,Providers Primary Impression,-5,Not Available
E09_15,Providers Primary Impression,1615,789.00- Abdominal pain / problems
E09_15,Providers Primary Impression,1620,519.80- Airway obstruction
E09_15,Providers Primary Impression,1625,995.30- Allergic reaction
E09_15,Providers Primary Impression,1630,780.09- Altered level of consciousness
E09_15,Providers Primary Impression,1635,312.90- Behavioral / psychiatric disorder
E09_15,Providers Primary Impression,1640,427.50- Cardiac arrest
E09_15,Providers Primary Impression,1645,427.90- Cardiac rhythm disturbance
E09_15,Providers Primary Impression,1650,786.50- Chest pain / discomfort
E09_15,Providers Primary Impression,1655,250.90- Diabetic symptoms (hypoglycemia)
E09_15,Providers Primary Impression,1660,994.80- Electrocution
E09_15,Providers Primary Impression,1665,780.60- Hyperthermia
E09_15,Providers Primary Impression,1670,780.90- Hypothermia
E09_15,Providers Primary Impression,1675,785.59- Hypovolemia / shock
E09_15,Providers Primary Impression,1680,987.90- Inhalation injury (toxic gas)
E09_15,Providers Primary Impression,1685,798.99- Obvious death
E09_15,Providers Primary Impression,1690,977.90- Poisoning / drug ingestion
E09_15,Providers Primary Impression,1695,659.90- Pregnancy / OB delivery
E09_15,Providers Primary Impression,1700,786.09- Respiratory distress
E09_15,Providers Primary Impression,1705,799.10- Respiratory arrest
E09_15,Providers Primary Impression,1710,780.30- Seizure
E09_15,Providers Primary Impression,1715,959.90- Sexual assault / rape
E09_15,Providers Primary Impression,1720,987.90- Smoke inhalation
E09_15,Providers Primary Impression,1725,989.50- Stings / venomous bites
E09_15,Providers Primary Impression,1730,436.00- Stroke / CVA
E09_15,Providers Primary Impression,1735,780.20- Syncope / fainting
E09_15,Providers Primary Impression,1740,959.90- Traumatic injury
E09_15,Providers Primary Impression,1745,623.80- Vaginal hemorrhage
E09_16,Provider’s Secondary Impression,-25,Not Applicable
E09_16,Provider’s Secondary Impression,-15,Not Reporting
E09_16,Provider’s Secondary Impression,-10,Not Known
E09_16,Provider’s Secondary Impression,-5,Not Available
E09_16,Provider’s Secondary Impression,1750,789.00- Abdominal pain / problems
E09_16,Provider’s Secondary Impression,1755,519.80- Airway obstruction
E09_16,Provider’s Secondary Impression,1760,995.30- Allergic reaction
E09_16,Provider’s Secondary Impression,1765,780.09- Altered level of consciousness
E09_16,Provider’s Secondary Impression,1770,312.90- Behavioral / psychiatric disorder
E09_16,Provider’s Secondary Impression,1775,427.50- Cardiac arrest
E09_16,Provider’s Secondary Impression,1780,427.90- Cardiac rhythm disturbance
E09_16,Provider’s Secondary Impression,1785,786.50- Chest pain / discomfort
E09_16,Provider’s Secondary Impression,1790,250.90- Diabetic symptoms (hypoglycemia)
E09_16,Provider’s Secondary Impression,1795,994.80- Electrocution
E09_16,Provider’s Secondary Impression,1800,780.60- Hyperthermia
E09_16,Provider’s Secondary Impression,1805,780.90- Hypothermia
E09_16,Provider’s Secondary Impression,1810,785.59- Hypovolemia / shock
E09_16,Provider’s Secondary Impression,1815,987.90- Inhalation injury (toxic gas)
E09_16,Provider’s Secondary Impression,1820,798.99- Obvious death
E09_16,Provider’s Secondary Impression,1825,977.90- Poisoning / drug ingestion
E09_16,Provider’s Secondary Impression,1830,659.90- Pregnancy / OB delivery
E09_16,Provider’s Secondary Impression,1835,786.09- Respiratory distress
E09_16,Provider’s Secondary Impression,1840,799.10- Respiratory arrest
E09_16,Provider’s Secondary Impression,1845,780.30- Seizure
E09_16,Provider’s Secondary Impression,1850,959.90- Sexual assault / rape
E09_16,Provider’s Secondary Impression,1855,987.90- Smoke inhalation
E09_16,Provider’s Secondary Impression,1860,989.50- Stings / venomous bites
E09_16,Provider’s Secondary Impression,1865,436.00- Stroke / CVA
E09_16,Provider’s Secondary Impression,1870,780.20- Syncope / fainting
E09_16,Provider’s Secondary Impression,1875,959.90- Traumatic injury
E09_16,Provider’s Secondary Impression,1880,623.80- Vaginal hemorrhage
E10_01,Cause of Injury,-25,Not Applicable
E10_01,Cause of Injury,-15,Not Reporting
E10_01,Cause of Injury,-10,Not Known
E10_01,Cause of Injury,-5,Not Available
E10_01,Cause of Injury,9500,Aircraft related accident (E84X.0)
E10_01,Cause of Injury,9505,Bicycle Accident (E826.0)
E10_01,Cause of Injury,9510,Bites (E906.0)
E10_01,Cause of Injury,9515,Chemical poisoning (E86X.0)
E10_01,Cause of Injury,9520,Child battering (E967.0)
E10_01,Cause of Injury,9525,Drowning (E910.0)
E10_01,Cause of Injury,9530,Drug poisoning (E85X.0)
E10_01,Cause of Injury,9535,Electrocution (non-lightning) (E925.0)
E10_01,Cause of Injury,9540,Excessive Cold (E901.0)
E10_01,Cause of Injury,9545,Excessive Heat (E900.0)
E10_01,Cause of Injury,9550,Falls (E88X.0)
E10_01,Cause of Injury,9555,Fire and Flames (E89X.0)
E10_01,Cause of Injury,9560,Firearm assault (E965.0)
E10_01,Cause of Injury,9565,Firearm injury (accidental) (E985.0)
E10_01,Cause of Injury,9570,Firearm self inflicted (E955.0)
E10_01,Cause of Injury,9575,Lightning (E907.0)
E10_01,Cause of Injury,9580,Machinery accidents (E919.0)
E10_01,Cause of Injury,9585,Mechanical Suffocation (E913.0)
E10_01,Cause of Injury,9590,Motor Vehicle non-traffic accident (E82X.0)
E10_01,Cause of Injury,9595,Motor Vehicle traffic accident (E81X.0)
E10_01,Cause of Injury,9600,Motorcycle Accident (E81X.1)
E10_01,Cause of Injury,9605,Non-Motorized Vehicle Accident (E848.0)
E10_01,Cause of Injury,9610,Pedestrian traffic accident (E814.0)
E10_01,Cause of Injury,9615,Radiation exposure (E926.0)
E10_01,Cause of Injury,9620,Rape (E960.1)
E10_01,Cause of Injury,9625,Smoke Inhalation (E89X.2)
E10_01,Cause of Injury,9630,Stabbing/Cutting Accidental (E986.0)
E10_01,Cause of Injury,9635,Stabbing/Cutting Assault (E966.0)
E10_01,Cause of Injury,9640,Struck by Blunt/Thrown Object (E968.2)
E10_01,Cause of Injury,9645,"Venomous stings (plants, animals) (E905.0)"
E10_01,Cause of Injury,9650,Water Transport accident (E83X.0)
E10_02,Intent of the Injury,-25,Not Applicable
E10_02,Intent of the Injury,-10,Not Known
E10_02,Intent of the Injury,-5,Not Available
E10_02,Intent of the Injury,2020,"Intentional, Other (Assaulted)"
E10_02,Intent of the Injury,2025,"Intentional, Self"
E10_02,Intent of the Injury,2030,Unintentional
E10_03,Mechanism of Injury,-25,Not Applicable
E10_03,Mechanism of Injury,-10,Not Known
E10_03,Mechanism of Injury,-5,Not Available
E10_03,Mechanism of Injury,2035,Blunt
E10_03,Mechanism of Injury,2040,Burn
E10_03,Mechanism of Injury,2045,Other
E10_03,Mechanism of Injury,2050,Penetrating
E10_04,Vehicular Injury Indicators,-25,Not Applicable
E10_04,Vehicular Injury Indicators,-10,Not Known
E10_04,Vehicular Injury Indicators,-5,Not Available
E10_04,Vehicular Injury Indicators,2055,Dash Deformity
E10_04,Vehicular Injury Indicators,2060,DOA Same Vehicle
E10_04,Vehicular Injury Indicators,2065,Ejection
E10_04,Vehicular Injury Indicators,2070,Fire
E10_04,Vehicular Injury Indicators,2075,Rollover/Roof Deformity
E10_04,Vehicular Injury Indicators,2080,Side Post Deformity
E10_04,Vehicular Injury Indicators,2085,Space Intrusion >1 foot
E10_04,Vehicular Injury Indicators,2090,Steering Wheel Deformity
E10_04,Vehicular Injury Indicators,2095,Windshield Spider/Star
E10_05,Area of the Vehicle impacted by the collision,-25,Not Applicable
E10_05,Area of the Vehicle impacted by the collision,-10,Not Known
E10_05,Area of the Vehicle impacted by the collision,-5,Not Available
E10_05,Area of the Vehicle impacted by the collision,2100,Center Front
E10_05,Area of the Vehicle impacted by the collision,2105,Center Rear
E10_05,Area of the Vehicle impacted by the collision,2110,Left Front
E10_05,Area of the Vehicle impacted by the collision,2115,Left Rear
E10_05,Area of the Vehicle impacted by the collision,2120,Left Side
E10_05,Area of the Vehicle impacted by the collision,2125,Right Front
E10_05,Area of the Vehicle impacted by the collision,2130,Right Rear
E10_05,Area of the Vehicle impacted by the collision,2135,Right Side
E10_05,Area of the Vehicle impacted by the collision,2140,Roll Over
E10_06,Seat Row Location of Patient in Vehicle,10001,Relevant Value for Data Element & Patient Care
E10_06,Seat Row Location of Patient in Vehicle,18033,"If a value of 50 is passed, the location is designated ""Cargo Area"""
E10_07,Position of Patient in the Seat of the Vehicle,-25,Not Applicable
E10_07,Position of Patient in the Seat of the Vehicle,-10,Not Known
E10_07,Position of Patient in the Seat of the Vehicle,-5,Not Available
E10_07,Position of Patient in the Seat of the Vehicle,2145,Driver
E10_07,Position of Patient in the Seat of the Vehicle,2150,Left (non-driver)
E10_07,Position of Patient in the Seat of the Vehicle,2155,Middle
E10_07,Position of Patient in the Seat of the Vehicle,2160,Other
E10_07,Position of Patient in the Seat of the Vehicle,2165,Right
E10_08,Use of Occupant Safety Equipment,-25,Not Applicable
E10_08,Use of Occupant Safety Equipment,-10,Not Known
E10_08,Use of Occupant Safety Equipment,-5,Not Available
E10_08,Use of Occupant Safety Equipment,2170,Child Restraint
E10_08,Use of Occupant Safety Equipment,2175,Eye Protection
E10_08,Use of Occupant Safety Equipment,2180,Helmet Worn
E10_08,Use of Occupant Safety Equipment,2185,Lap Belt
E10_08,Use of Occupant Safety Equipment,2187,None
E10_08,Use of Occupant Safety Equipment,2190,Other
E10_08,Use of Occupant Safety Equipment,2195,Personal Floatation Device
E10_08,Use of Occupant Safety Equipment,2200,Protective Clothing
E10_08,Use of Occupant Safety Equipment,2205,Protective Non-Clothing Gear
E10_08,Use of Occupant Safety Equipment,2210,Shoulder Belt
E10_09,Airbag Deployment,-25,Not Applicable
E10_09,Airbag Deployment,-10,Not Known
E10_09,Airbag Deployment,-5,Not Available
E10_09,Airbag Deployment,2215,No Airbag Present
E10_09,Airbag Deployment,2220,No Airbag Deployed
E10_09,Airbag Deployment,2225,Airbag Deployed Front
E10_09,Airbag Deployment,2230,Airbag Deployed Side
E10_09,Airbag Deployment,2235,"Airbag Deployed Other (knee, airbelt, etc.)"
E10_10,Height of Fall,10001,Relevant Value for Data Element & Patient Care
E11_01,Cardiac Arrest,-25,Not Applicable
E11_01,Cardiac Arrest,-15,Not Reporting
E11_01,Cardiac Arrest,-10,Not Known
E11_01,Cardiac Arrest,-5,Not Available
E11_01,Cardiac Arrest,0,No
E11_01,Cardiac Arrest,2240,"Yes, Prior to EMS Arrival"
E11_01,Cardiac Arrest,2245,"Yes, After EMS Arrival"
E11_02,Cardiac Arrest Etiology,-25,Not Applicable
E11_02,Cardiac Arrest Etiology,-15,Not Reporting
E11_02,Cardiac Arrest Etiology,-10,Not Known
E11_02,Cardiac Arrest Etiology,-5,Not Available
E11_02,Cardiac Arrest Etiology,2250,Presumed Cardiac
E11_02,Cardiac Arrest Etiology,2255,Trauma
E11_02,Cardiac Arrest Etiology,2260,Drowning
E11_02,Cardiac Arrest Etiology,2265,Respiratory
E11_02,Cardiac Arrest Etiology,2270,Electrocution
E11_02,Cardiac Arrest Etiology,2275,Other
E11_03,Resuscitation Attempted,-25,Not Applicable
E11_03,Resuscitation Attempted,-15,Not Reporting
E11_03,Resuscitation Attempted,-10,Not Known
E11_03,Resuscitation Attempted,-5,Not Available
E11_03,Resuscitation Attempted,2280,Attempted Defibrillation
E11_03,Resuscitation Attempted,2285,Attempted Ventilation
E11_03,Resuscitation Attempted,2290,Initiated Chest Compressions
E11_03,Resuscitation Attempted,2295,Not Attempted-Considered Futile
E11_03,Resuscitation Attempted,2300,Not Attempted-DNR Orders
E11_03,Resuscitation Attempted,2305,Not Attempted-Signs of Circulation
E11_04,Arrest Witnessed by,-25,Not Applicable
E11_04,Arrest Witnessed by,-10,Not Known
E11_04,Arrest Witnessed by,-5,Not Available
E11_04,Arrest Witnessed by,2310,Witnessed by Healthcare Provider
E11_04,Arrest Witnessed by,2315,Witnessed by Lay Person
E11_04,Arrest Witnessed by,2320,Not Witnessed
E11_05,First Monitored Rhythm of the  Patient,-25,Not Applicable
E11_05,First Monitored Rhythm of the  Patient,-10,Not Known
E11_05,First Monitored Rhythm of the  Patient,-5,Not Available
E11_05,First Monitored Rhythm of the  Patient,2325,Asystole
E11_05,First Monitored Rhythm of the  Patient,2330,Bradycardia
E11_05,First Monitored Rhythm of the  Patient,2335,Normal Sinus Rhythm
E11_05,First Monitored Rhythm of the  Patient,2340,Other
E11_05,First Monitored Rhythm of the  Patient,2345,PEA
E11_05,First Monitored Rhythm of the  Patient,2350,Unknown AED Non-Shockable Rhythm
E11_05,First Monitored Rhythm of the  Patient,2355,Unknown AED Shockable Rhythm
E11_05,First Monitored Rhythm of the  Patient,2360,Ventricular Fibrillation
E11_05,First Monitored Rhythm of the  Patient,2365,Ventricular Tachycardia
E11_06,Any Return of Spontaneous Circulation,-25,Not Applicable
E11_06,Any Return of Spontaneous Circulation,-10,Not Known
E11_06,Any Return of Spontaneous Circulation,-5,Not Available
E11_06,Any Return of Spontaneous Circulation,0,No
E11_06,Any Return of Spontaneous Circulation,2370,"Yes, Prior to ED Arrival Only"
E11_06,Any Return of Spontaneous Circulation,2375,"Yes, Prior to ED Arrival and at the ED"
E11_07,Neurological Outcome at Hospital Discharge ,-25,Not Applicable
E11_07,Neurological Outcome at Hospital Discharge ,-10,Not Known
E11_07,Neurological Outcome at Hospital Discharge ,-5,Not Available
E11_07,Neurological Outcome at Hospital Discharge ,2380,CPC 1 or 2
E11_07,Neurological Outcome at Hospital Discharge ,2385,CPC 3 or 4
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,-25,Not Applicable
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,-10,Not Known
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,-5,Not Available
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2390,>20 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2395,15-20 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2400,10-15 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2405,8-10 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2410,6-8 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2415,4-6 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2420,2-4 Minutes
E11_08,Estimated Time of  Arrest Prior to EMS Arrival,2425,0-2 Minutes
E11_09,Date/Time Resuscitation Discontinued,10001,Relevant Value for Data Element & Patient Care
E11_10,Reason CPR Discontinued,-25,Not Applicable
E11_10,Reason CPR Discontinued,-10,Not Known
E11_10,Reason CPR Discontinued,-5,Not Available
E11_10,Reason CPR Discontinued,2430,DNR
E11_10,Reason CPR Discontinued,2435,Medical Control Order
E11_10,Reason CPR Discontinued,2440,Obvious Signs of Death
E11_10,Reason CPR Discontinued,2445,Protocol/Policy Requirements Completed
E11_10,Reason CPR Discontinued,2450,Return of Spontaneous Circulation (pulse or BP noted)
E11_11,Cardiac Rhythm on Arrival at Destination,-25,Not Applicable
E11_11,Cardiac Rhythm on Arrival at Destination,-10,Not Known
E11_11,Cardiac Rhythm on Arrival at Destination,-5,Not Available
E11_11,Cardiac Rhythm on Arrival at Destination,2455,12 Lead ECG-Anterior Ischemia
E11_11,Cardiac Rhythm on Arrival at Destination,2460,12 Lead ECG-Inferior Ischemia
E11_11,Cardiac Rhythm on Arrival at Destination,2465,12 Lead ECG-Lateral Ischemia
E11_11,Cardiac Rhythm on Arrival at Destination,2470,Agonal/Idioventricular
E11_11,Cardiac Rhythm on Arrival at Destination,2475,Artifact
E11_11,Cardiac Rhythm on Arrival at Destination,2480,Asystole
E11_11,Cardiac Rhythm on Arrival at Destination,2485,Atrial Fibrillation/Flutter
